Query #4:
Connected to Database: "schema2"

Running Query:
 select e.fname, e.lname
from employee as e
where e.ssn in ( 
select essn
from dependent as d
where e.fname != d.dependent_name
and 
e.sex!=d.sex );

Query Result Set:

------------------------------

fname                         lname                         
Index btree on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #129:
Index btree on column ssn in table employee
Index btree on column dependent_name in table dependent
Index hash on column sex in table employee
Index hash on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #130:
Index btree on column ssn in table employee
Index btree on column dependent_name in table dependent
Index hash on column sex in table employee
Index btree on column sex in table dependent

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #131:
Index btree on column ssn in table employee
Index btree on column dependent_name in table dependent
Index hash on column sex in table employee
Index btree on column sex in table dependent
Index btree on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #132:
Index btree on column ssn in table employee
Index btree on column dependent_name in table dependent
Index hash on column sex in table employee
Index btree on column sex in table dependent
Index hash on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #133:
Index btree on column ssn in table employee
Index btree on column dependent_name in table dependent
Index hash on column sex in table employee
Index hash on column sex in table dependent

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #134:
Index btree on column ssn in table employee
Index btree on column dependent_name in table dependent
Index hash on column sex in table employee
Index hash on column sex in table dependent
Index btree on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #135:
Index btree on column ssn in table employee
Index btree on column dependent_name in table dependent
Index hash on column sex in table employee
Index hash on column sex in table dependent
Index hash on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #136:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #137:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index btree on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #138:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index hash on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #139:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index btree on column sex in table dependent

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #140:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index btree on column sex in table dependent
Index btree on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #141:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index btree on column sex in table dependent
Index hash on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #142:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index hash on column sex in table dependent

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #143:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index hash on column sex in table dependent
Index btree on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #144:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index hash on column sex in table dependent
Index hash on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #145:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index btree on column sex in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #146:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index btree on column sex in table employee
Index btree on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #147:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index btree on column sex in table employee
Index hash on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #148:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index btree on column sex in table employee
Index btree on column sex in table dependent

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #149:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index btree on column sex in table employee
Index btree on column sex in table dependent
Index btree on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #150:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index btree on column sex in table employee
Index btree on column sex in table dependent
Index hash on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #151:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index btree on column sex in table employee
Index hash on column sex in table dependent

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #152:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index btree on column sex in table employee
Index hash on column sex in table dependent
Index btree on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #153:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index btree on column sex in table employee
Index hash on column sex in table dependent
Index hash on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #154:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index hash on column sex in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #155:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index hash on column sex in table employee
Index btree on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #156:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index hash on column sex in table employee
Index hash on column fname in table employee

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
      "Parent Relationship": "SubPlan",
      "Total Cost": 253.98,
      "Relation Name": "dependent",
      "Parallel Aware": false,
      "Filter": "((e.fname \u003c\u003e dependent_name) AND (e.sex \u003c\u003e sex))",
      "Subplan Name": "SubPlan 1",
      "Alias": "d",
      "Node Type": "Seq Scan",
      "Plan Width": 4,
      "Startup Cost": 0.0,
      "Plan Rows": 4999
    }
  ],
  "Relation Name": "employee",
  "Parallel Aware": false,
  "Filter": "(SubPlan 1)",
  "Alias": "e",
  "Node Type": "Seq Scan",
  "Plan Width": 42,
  "Startup Cost": 0.0,
  "Plan Rows": 2501
}

------------------------------

Indicies Configuration #157:
Index btree on column ssn in table employee
Index hash on column dependent_name in table dependent
Index hash on column sex in table employee
Index btree on column sex in table dependent

------------------------------

1. The Total Cost of the Plan = 666617.26
2. The Estimated Size of the Result Set = 2501
3. The Plan of the Query:
{
  "Total Cost": 666617.26,
  "Plans": [
    {
